"Year","Offence_Type","Gender_Accused","Relationship_Type","Total_Offences","Cleared_Offences","Clearance_Rate"
"2017","Misuse of a telecommunications installation (art. 179septies)","female","parent-child relationship","514","2","0.003891"
"2017","Misuse of a telecommunications installation (art. 179septies)","female","partnership","514","6","0.011673"
"2017","Misuse of a telecommunications installation (art. 179septies)","female","Total","514","55","0.107004"
"2017","Misuse of a telecommunications installation (art. 179septies)","male","former partnership","514","341","0.663424"
"2017","Misuse of a telecommunications installation (art. 179septies)","male","other family relationship","514","18","0.035019"
"2017","Misuse of a telecommunications installation (art. 179septies)","male","parent-child relationship","514","11","0.021401"
"2017","Misuse of a telecommunications installation (art. 179septies)","male","partnership","514","67","0.13035"
"2017","Misuse of a telecommunications installation (art. 179septies)","male","Total","514","430","0.836576"
"2017","Rape (art. 190)","female","former partnership","216","0","0"
"2017","Rape (art. 190)","female","other family relationship","216","0","0"
"2017","Rape (art. 190)","female","parent-child relationship","216","1","0.00463"
"2017","Rape (art. 190)","female","partnership","216","0","0"
"2017","Rape (art. 190)","female","Total","216","1","0.00463"
"2017","Rape (art. 190)","male","former partnership","216","79","0.365741"
"2017","Rape (art. 190)","male","other family relationship","216","14","0.064815"
"2017","Rape (art. 190)","male","parent-child relationship","216","7","0.032407"
"2017","Rape (art. 190)","male","partnership","216","122","0.564815"
"2017","Rape (art. 190)","male","Total","216","211","0.976852"
"2017","Serious assault (art. 122)","female","former partnership","84","3","0.035714"
"2017","Serious assault (art. 122)","female","other family relationship","84","1","0.011905"
"2017","Serious assault (art. 122)","female","parent-child relationship","84","6","0.071429"
"2017","Serious assault (art. 122)","female","partnership","84","11","0.130952"
"2017","Serious assault (art. 122)","female","Total","84","21","0.25"
"2017","Serious assault (art. 122)","male","former partnership","84","15","0.178571"
"2017","Serious assault (art. 122)","male","other family relationship","84","4","0.047619"
"2017","Serious assault (art. 122)","male","parent-child relationship","84","9","0.107143"
"2017","Serious assault (art. 122)","male","partnership","84","35","0.416667"
"2017","Serious assault (art. 122)","male","Total","84","58","0.690476"
"2017","Sexual acts with children (art. 187)","female","former partnership","300","1","0.003333"
"2017","Sexual acts with children (art. 187)","female","other family relationship","300","5","0.016667"
"2017","Sexual acts with children (art. 187)","female","parent-child relationship","300","7","0.023333"
"2017","Sexual acts with children (art. 187)","female","partnership","300","0","0"
"2017","Sexual acts with children (art. 187)","female","Total","300","13","0.043333"
"2017","Sexual acts with children (art. 187)","male","former partnership","300","11","0.036667"
"2017","Sexual acts with children (art. 187)","male","other family relationship","300","86","0.286667"
"2017","Sexual acts with children (art. 187)","male","parent-child relationship","300","127","0.423333"
"2017","Sexual acts with children (art. 187)","male","partnership","300","7","0.023333"
"2017","Sexual acts with children (art. 187)","male","Total","300","227","0.756667"
"2017","Sexual acts with dependent persons (art. 188)","female","former partnership","5","0","0"
"2017","Sexual acts with dependent persons (art. 188)","female","other family relationship","5","0","0"
"2017","Sexual acts with dependent persons (art. 188)","female","parent-child relationship","5","0","0"
"2017","Sexual acts with dependent persons (art. 188)","female","partnership","5","0","0"
"2017","Sexual acts with dependent persons (art. 188)","female","Total","5","0","0"
"2017","Sexual acts with dependent persons (art. 188)","male","former partnership","5","0","0"
"2017","Sexual acts with dependent persons (art. 188)","male","other family relationship","5","1","0.2"
"2017","Sexual acts with dependent persons (art. 188)","male","parent-child relationship","5","4","0.8"
"2017","Sexual acts with dependent persons (art. 188)","male","partnership","5","0","0"
"2017","Sexual acts with dependent persons (art. 188)","male","Total","5","5","1"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","former partnership","23","0","0"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","other family relationship","23","0","0"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","parent-child relationship","23","1","0.043478"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","partnership","23","0","0"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","Total","23","1","0.043478"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","former partnership","23","4","0.173913"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","other family relationship","23","5","0.217391"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","parent-child relationship","23","5","0.217391"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","partnership","23","8","0.347826"
"2017","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","Total","23","21","0.913043"
"2017","Sexual harassment (art. 198)","female","former partnership","46","1","0.021739"
"2017","Sexual harassment (art. 198)","female","other family relationship","46","1","0.021739"
"2017","Sexual harassment (art. 198)","female","parent-child relationship","46","0","0"
"2017","Sexual harassment (art. 198)","female","partnership","46","0","0"
"2017","Sexual harassment (art. 198)","female","Total","46","2","0.043478"
"2017","Sexual harassment (art. 198)","male","former partnership","46","20","0.434783"
"2017","Sexual harassment (art. 198)","male","other family relationship","46","6","0.130435"
"2017","Sexual harassment (art. 198)","male","parent-child relationship","46","9","0.195652"
"2017","Sexual harassment (art. 198)","male","partnership","46","6","0.130435"
"2017","Sexual harassment (art. 198)","male","Total","46","41","0.891304"
"2017","Threatening behaviour (art. 180)","female","former partnership","3795","138","0.036364"
"2017","Threatening behaviour (art. 180)","female","other family relationship","3795","80","0.02108"
"2017","Threatening behaviour (art. 180)","female","parent-child relationship","3795","78","0.020553"
"2017","Threatening behaviour (art. 180)","female","partnership","3795","238","0.062714"
"2017","Threatening behaviour (art. 180)","female","Total","3795","517","0.136232"
"2017","Threatening behaviour (art. 180)","male","former partnership","3795","927","0.244269"
"2017","Threatening behaviour (art. 180)","male","other family relationship","3795","262","0.069038"
"2017","Threatening behaviour (art. 180)","male","parent-child relationship","3795","317","0.083531"
"2017","Threatening behaviour (art. 180)","male","partnership","3795","1656","0.436364"
"2017","Threatening behaviour (art. 180)","male","Total","3795","2958","0.779447"
"2017","Total domestic violence","female","former partnership","17024","539","0.031661"
"2017","Total domestic violence","female","other family relationship","17024","295","0.017328"
"2017","Total domestic violence","female","parent-child relationship","17024","456","0.026786"
"2017","Total domestic violence","female","partnership","17024","1070","0.062852"
"2017","Total domestic violence","female","Total","17024","2263","0.13293"
"2017","Total domestic violence","male","former partnership","17024","2066","0.121358"
"2017","Total domestic violence","male","other family relationship","17024","668","0.039239"
"2017","Total domestic violence","male","parent-child relationship","17024","1031","0.060562"
"2017","Total domestic violence","male","partnership","17024","3867","0.22715"
"2017","Total domestic violence","male","Total","17024","7059","0.41465"
"2017","Willful defamation (art. 174)","female","former partnership","198","49","0.247475"
"2017","Willful defamation (art. 174)","female","other family relationship","198","21","0.106061"
"2017","Willful defamation (art. 174)","female","parent-child relationship","198","4","0.020202"
"2017","Willful defamation (art. 174)","female","partnership","198","21","0.106061"
"2017","Willful defamation (art. 174)","female","Total","198","94","0.474747"
"2017","Willful defamation (art. 174)","male","former partnership","198","74","0.373737"
"2017","Willful defamation (art. 174)","male","other family relationship","198","20","0.10101"
"2017","Willful defamation (art. 174)","male","parent-child relationship","198","4","0.020202"
"2017","Willful defamation (art. 174)","male","partnership","198","14","0.070707"
"2017","Willful defamation (art. 174)","male","Total","198","109","0.550505"
"2018","Abandonment (art. 127)","female","former partnership","5","0","0"
"2018","Abandonment (art. 127)","female","other family relationship","5","0","0"
"2018","Abandonment (art. 127)","female","parent-child relationship","5","3","0.6"
"2018","Abandonment (art. 127)","female","partnership","5","0","0"
"2018","Abandonment (art. 127)","female","Total","5","3","0.6"
"2018","Abandonment (art. 127)","male","former partnership","5","0","0"
"2018","Abandonment (art. 127)","male","other family relationship","5","0","0"
"2018","Abandonment (art. 127)","male","parent-child relationship","5","3","0.6"
"2018","Abandonment (art. 127)","male","partnership","5","0","0"
"2018","Abandonment (art. 127)","male","Total","5","3","0.6"
"2018","Acts of aggression (art. 126)","female","former partnership","5724","222","0.038784"
"2018","Acts of aggression (art. 126)","female","other family relationship","5724","102","0.01782"
"2018","Acts of aggression (art. 126)","female","parent-child relationship","5724","267","0.046646"
"2018","Acts of aggression (art. 126)","female","partnership","5724","787","0.137491"
"2018","Acts of aggression (art. 126)","female","Total","5724","1331","0.23253"
"2018","Acts of aggression (art. 126)","male","former partnership","5724","793","0.138539"
"2018","Acts of aggression (art. 126)","male","other family relationship","5724","232","0.040531"
"2018","Acts of aggression (art. 126)","male","parent-child relationship","5724","599","0.104647"
"2018","Acts of aggression (art. 126)","male","partnership","5724","2393","0.418064"
"2018","Acts of aggression (art. 126)","male","Total","5724","3786","0.661426"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","female","former partnership","9","1","0.111111"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","female","other family relationship","9","1","0.111111"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","female","parent-child relationship","9","1","0.111111"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","female","partnership","9","1","0.111111"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","female","Total","9","4","0.444444"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","male","former partnership","9","3","0.333333"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","male","other family relationship","9","3","0.333333"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","male","parent-child relationship","9","0","0"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","male","partnership","9","0","0"
"2018","Acts preparatory to the commission of an offence (art. 260bis)","male","Total","9","6","0.666667"
"2018","Administering substances capable of causing injury to children (art. 136)","female","former partnership","11","0","0"
"2018","Administering substances capable of causing injury to children (art. 136)","female","other family relationship","11","1","0.090909"
"2018","Administering substances capable of causing injury to children (art. 136)","female","parent-child relationship","11","2","0.181818"
"2018","Administering substances capable of causing injury to children (art. 136)","female","partnership","11","0","0"
"2018","Administering substances capable of causing injury to children (art. 136)","female","Total","11","3","0.272727"
"2018","Administering substances capable of causing injury to children (art. 136)","male","former partnership","11","1","0.090909"
"2018","Administering substances capable of causing injury to children (art. 136)","male","other family relationship","11","0","0"
"2018","Administering substances capable of causing injury to children (art. 136)","male","parent-child relationship","11","5","0.454545"
"2018","Administering substances capable of causing injury to children (art. 136)","male","partnership","11","2","0.181818"
"2018","Administering substances capable of causing injury to children (art. 136)","male","Total","11","8","0.727273"
"2018","Coercion (art. 181)","female","former partnership","778","46","0.059126"
"2018","Coercion (art. 181)","female","other family relationship","778","22","0.028278"
"2018","Coercion (art. 181)","female","parent-child relationship","778","15","0.01928"
"2018","Coercion (art. 181)","female","partnership","778","34","0.043702"
"2018","Coercion (art. 181)","female","Total","778","116","0.1491"
"2018","Coercion (art. 181)","male","former partnership","778","273","0.3509"
"2018","Coercion (art. 181)","male","other family relationship","778","42","0.053985"
"2018","Coercion (art. 181)","male","parent-child relationship","778","49","0.062982"
"2018","Coercion (art. 181)","male","partnership","778","256","0.329049"
"2018","Coercion (art. 181)","male","Total","778","587","0.754499"
"2018","Common assault (art. 123)","female","former partnership","2122","85","0.040057"
"2018","Common assault (art. 123)","female","other family relationship","2122","47","0.022149"
"2018","Common assault (art. 123)","female","parent-child relationship","2122","81","0.038172"
"2018","Common assault (art. 123)","female","partnership","2122","241","0.113572"
"2018","Common assault (art. 123)","female","Total","2122","447","0.21065"
"2018","Common assault (art. 123)","male","former partnership","2122","324","0.152686"
"2018","Common assault (art. 123)","male","other family relationship","2122","118","0.055608"
"2018","Common assault (art. 123)","male","parent-child relationship","2122","231","0.10886"
"2018","Common assault (art. 123)","male","partnership","2122","922","0.434496"
"2018","Common assault (art. 123)","male","Total","2122","1527","0.719604"
"2018","Defamation (art. 173)","female","former partnership","284","73","0.257042"
"2018","Defamation (art. 173)","female","other family relationship","284","43","0.151408"
"2018","Defamation (art. 173)","female","parent-child relationship","284","4","0.014085"
"2018","Defamation (art. 173)","female","partnership","284","19","0.066901"
"2018","Defamation (art. 173)","female","Total","284","136","0.478873"
"2018","Defamation (art. 173)","male","former partnership","284","91","0.320423"
"2018","Defamation (art. 173)","male","other family relationship","284","24","0.084507"
"2018","Defamation (art. 173)","male","parent-child relationship","284","7","0.024648"
"2018","Defamation (art. 173)","male","partnership","284","24","0.084507"
"2018","Defamation (art. 173)","male","Total","284","143","0.503521"
"2018","Endangering life (art. 129)","female","former partnership","113","4","0.035398"
"2018","Endangering life (art. 129)","female","other family relationship","113","2","0.017699"
"2018","Endangering life (art. 129)","female","parent-child relationship","113","3","0.026549"
"2018","Endangering life (art. 129)","female","partnership","113","6","0.053097"
"2018","Endangering life (art. 129)","female","Total","113","15","0.132743"
"2018","Endangering life (art. 129)","male","former partnership","113","33","0.292035"
"2018","Endangering life (art. 129)","male","other family relationship","113","4","0.035398"
"2018","Endangering life (art. 129)","male","parent-child relationship","113","10","0.088496"
"2018","Endangering life (art. 129)","male","partnership","113","56","0.495575"
"2018","Endangering life (art. 129)","male","Total","113","95","0.840708"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","female","former partnership","1","0","0"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","female","other family relationship","1","0","0"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","female","parent-child relationship","1","0","0"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","female","partnership","1","1","1"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","female","Total","1","1","1"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","male","former partnership","1","0","0"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","male","other family relationship","1","0","0"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","male","parent-child relationship","1","0","0"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","male","partnership","1","0","0"
"2018","Exploitation of a person in a position of need or dependency (art. 193)","male","Total","1","0","0"
"2018","False imprisonment and abduction (art. 183)","female","former partnership","122","4","0.032787"
"2018","False imprisonment and abduction (art. 183)","female","other family relationship","122","2","0.016393"
"2018","False imprisonment and abduction (art. 183)","female","parent-child relationship","122","8","0.065574"
"2018","False imprisonment and abduction (art. 183)","female","partnership","122","5","0.040984"
"2018","False imprisonment and abduction (art. 183)","female","Total","122","19","0.155738"
"2018","False imprisonment and abduction (art. 183)","male","former partnership","122","33","0.270492"
"2018","False imprisonment and abduction (art. 183)","male","other family relationship","122","6","0.04918"
"2018","False imprisonment and abduction (art. 183)","male","parent-child relationship","122","13","0.106557"
"2018","False imprisonment and abduction (art. 183)","male","partnership","122","53","0.434426"
"2018","False imprisonment and abduction (art. 183)","male","Total","122","98","0.803279"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","female","former partnership","6","0","0"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","female","other family relationship","6","0","0"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","female","parent-child relationship","6","1","0.166667"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","female","partnership","6","0","0"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","female","Total","6","1","0.166667"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","male","former partnership","6","0","0"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","male","other family relationship","6","0","0"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","male","parent-child relationship","6","2","0.333333"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","male","partnership","6","1","0.166667"
"2018","False imprisonment and abduction: aggravating circumstances (art. 184)","male","Total","6","3","0.5"
"2018","Female genital mutilation (art. 124)","female","former partnership","0","0",
"2018","Female genital mutilation (art. 124)","female","other family relationship","0","0",
"2018","Female genital mutilation (art. 124)","female","parent-child relationship","0","0",
"2018","Female genital mutilation (art. 124)","female","partnership","0","0",
"2018","Female genital mutilation (art. 124)","female","Total","0","0",
"2018","Female genital mutilation (art. 124)","male","former partnership","0","0",
"2018","Female genital mutilation (art. 124)","male","other family relationship","0","0",
"2018","Female genital mutilation (art. 124)","male","parent-child relationship","0","0",
"2018","Female genital mutilation (art. 124)","male","partnership","0","0",
"2018","Female genital mutilation (art. 124)","male","Total","0","0",
"2018","Forced marriage, forced registered partnership (art. 181a)","female","former partnership","3","0","0"
"2018","Forced marriage, forced registered partnership (art. 181a)","female","other family relationship","3","0","0"
"2018","Forced marriage, forced registered partnership (art. 181a)","female","parent-child relationship","3","1","0.333333"
"2018","Forced marriage, forced registered partnership (art. 181a)","female","partnership","3","0","0"
"2018","Forced marriage, forced registered partnership (art. 181a)","female","Total","3","1","0.333333"
"2018","Forced marriage, forced registered partnership (art. 181a)","male","former partnership","3","0","0"
"2018","Forced marriage, forced registered partnership (art. 181a)","male","other family relationship","3","0","0"
"2018","Forced marriage, forced registered partnership (art. 181a)","male","parent-child relationship","3","1","0.333333"
"2018","Forced marriage, forced registered partnership (art. 181a)","male","partnership","3","2","0.666667"
"2018","Forced marriage, forced registered partnership (art. 181a)","male","Total","3","3","1"
"2018","Homicides attempted (art. 111-113/116)","female","former partnership","52","2","0.038462"
"2018","Homicides attempted (art. 111-113/116)","female","other family relationship","52","0","0"
"2018","Homicides attempted (art. 111-113/116)","female","parent-child relationship","52","6","0.115385"
"2018","Homicides attempted (art. 111-113/116)","female","partnership","52","7","0.134615"
"2018","Homicides attempted (art. 111-113/116)","female","Total","52","15","0.288462"
"2018","Homicides attempted (art. 111-113/116)","male","former partnership","52","6","0.115385"
"2018","Homicides attempted (art. 111-113/116)","male","other family relationship","52","5","0.096154"
"2018","Homicides attempted (art. 111-113/116)","male","parent-child relationship","52","2","0.038462"
"2018","Homicides attempted (art. 111-113/116)","male","partnership","52","24","0.461538"
"2018","Homicides attempted (art. 111-113/116)","male","Total","52","37","0.711538"
"2018","Homicides completed (art. 111–113/116)","female","former partnership","27","0","0"
"2018","Homicides completed (art. 111–113/116)","female","other family relationship","27","1","0.037037"
"2018","Homicides completed (art. 111–113/116)","female","parent-child relationship","27","1","0.037037"
"2018","Homicides completed (art. 111–113/116)","female","partnership","27","1","0.037037"
"2018","Homicides completed (art. 111–113/116)","female","Total","27","3","0.111111"
"2018","Homicides completed (art. 111–113/116)","male","former partnership","27","1","0.037037"
"2018","Homicides completed (art. 111–113/116)","male","other family relationship","27","4","0.148148"
"2018","Homicides completed (art. 111–113/116)","male","parent-child relationship","27","5","0.185185"
"2018","Homicides completed (art. 111–113/116)","male","partnership","27","15","0.555556"
"2018","Homicides completed (art. 111–113/116)","male","Total","27","22","0.814815"
"2018","Hostage taking (art. 185)","female","former partnership","0","0",
"2018","Hostage taking (art. 185)","female","other family relationship","0","0",
"2018","Hostage taking (art. 185)","female","parent-child relationship","0","0",
"2018","Hostage taking (art. 185)","female","partnership","0","0",
"2018","Hostage taking (art. 185)","female","Total","0","0",
"2018","Hostage taking (art. 185)","male","former partnership","0","0",
"2018","Hostage taking (art. 185)","male","other family relationship","0","0",
"2018","Hostage taking (art. 185)","male","parent-child relationship","0","0",
"2018","Hostage taking (art. 185)","male","partnership","0","0",
"2018","Hostage taking (art. 185)","male","Total","0","0",
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","former partnership","1","0","0"
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","other family relationship","1","0","0"
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","parent-child relationship","1","0","0"
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","partnership","1","0","0"
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","Total","1","0","0"
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","former partnership","1","0","0"
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","other family relationship","1","0","0"
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","parent-child relationship","1","0","0"
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","partnership","1","1","1"
"2018","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","Total","1","1","1"
"2018","Inciting and assisting suicide (art. 115)","female","former partnership","1","0","0"
"2018","Inciting and assisting suicide (art. 115)","female","other family relationship","1","0","0"
"2018","Inciting and assisting suicide (art. 115)","female","parent-child relationship","1","0","0"
"2018","Inciting and assisting suicide (art. 115)","female","partnership","1","0","0"
"2018","Inciting and assisting suicide (art. 115)","female","Total","1","0","0"
"2018","Inciting and assisting suicide (art. 115)","male","former partnership","1","1","1"
"2018","Inciting and assisting suicide (art. 115)","male","other family relationship","1","0","0"
"2018","Inciting and assisting suicide (art. 115)","male","parent-child relationship","1","0","0"
"2018","Inciting and assisting suicide (art. 115)","male","partnership","1","0","0"
"2018","Inciting and assisting suicide (art. 115)","male","Total","1","1","1"
"2018","Indecent assault (art. 189)","female","former partnership","193","0","0"
"2018","Indecent assault (art. 189)","female","other family relationship","193","0","0"
"2018","Indecent assault (art. 189)","female","parent-child relationship","193","0","0"
"2018","Indecent assault (art. 189)","female","partnership","193","1","0.005181"
"2018","Indecent assault (art. 189)","female","Total","193","1","0.005181"
"2018","Indecent assault (art. 189)","male","former partnership","193","56","0.290155"
"2018","Indecent assault (art. 189)","male","other family relationship","193","20","0.103627"
"2018","Indecent assault (art. 189)","male","parent-child relationship","193","12","0.062176"
"2018","Indecent assault (art. 189)","male","partnership","193","100","0.518135"
"2018","Indecent assault (art. 189)","male","Total","193","185","0.958549"
"2018","Insult (art. 177)","female","former partnership","3265","178","0.054518"
"2018","Insult (art. 177)","female","other family relationship","3265","85","0.026034"
"2018","Insult (art. 177)","female","parent-child relationship","3265","91","0.027871"
"2018","Insult (art. 177)","female","partnership","3265","339","0.103828"
"2018","Insult (art. 177)","female","Total","3265","680","0.20827"
"2018","Insult (art. 177)","male","former partnership","3265","732","0.224196"
"2018","Insult (art. 177)","male","other family relationship","3265","180","0.05513"
"2018","Insult (art. 177)","male","parent-child relationship","3265","240","0.073507"
"2018","Insult (art. 177)","male","partnership","3265","1344","0.411639"
"2018","Insult (art. 177)","male","Total","3265","2382","0.729556"
"2018","Misuse of a telecommunications installation (art. 179septies)","female","former partnership","604","55","0.09106"
"2018","Misuse of a telecommunications installation (art. 179septies)","female","other family relationship","604","13","0.021523"
"2018","Misuse of a telecommunications installation (art. 179septies)","female","parent-child relationship","604","9","0.014901"
"2018","Misuse of a telecommunications installation (art. 179septies)","female","partnership","604","9","0.014901"
"2018","Misuse of a telecommunications installation (art. 179septies)","female","Total","604","83","0.137417"
"2018","Misuse of a telecommunications installation (art. 179septies)","male","former partnership","604","369","0.610927"
"2018","Misuse of a telecommunications installation (art. 179septies)","male","other family relationship","604","30","0.049669"
"2018","Misuse of a telecommunications installation (art. 179septies)","male","parent-child relationship","604","17","0.028146"
"2018","Misuse of a telecommunications installation (art. 179septies)","male","partnership","604","76","0.125828"
"2018","Misuse of a telecommunications installation (art. 179septies)","male","Total","604","471","0.779801"
"2018","Rape (art. 190)","female","former partnership","246","0","0"
"2018","Rape (art. 190)","female","other family relationship","246","0","0"
"2018","Rape (art. 190)","female","parent-child relationship","246","0","0"
"2018","Rape (art. 190)","female","partnership","246","0","0"
"2018","Rape (art. 190)","female","Total","246","0","0"
"2018","Rape (art. 190)","male","former partnership","246","84","0.341463"
"2018","Rape (art. 190)","male","other family relationship","246","11","0.044715"
"2018","Rape (art. 190)","male","parent-child relationship","246","10","0.04065"
"2018","Rape (art. 190)","male","partnership","246","142","0.577236"
"2018","Rape (art. 190)","male","Total","246","237","0.963415"
"2018","Serious assault (art. 122)","female","former partnership","84","3","0.035714"
"2018","Serious assault (art. 122)","female","other family relationship","84","0","0"
"2018","Serious assault (art. 122)","female","parent-child relationship","84","6","0.071429"
"2018","Serious assault (art. 122)","female","partnership","84","10","0.119048"
"2018","Serious assault (art. 122)","female","Total","84","19","0.22619"
"2018","Serious assault (art. 122)","male","former partnership","84","25","0.297619"
"2018","Serious assault (art. 122)","male","other family relationship","84","7","0.083333"
"2018","Serious assault (art. 122)","male","parent-child relationship","84","10","0.119048"
"2018","Serious assault (art. 122)","male","partnership","84","26","0.309524"
"2018","Serious assault (art. 122)","male","Total","84","66","0.785714"
"2018","Sexual acts with children (art. 187)","female","former partnership","393","0","0"
"2018","Sexual acts with children (art. 187)","female","other family relationship","393","3","0.007634"
"2018","Sexual acts with children (art. 187)","female","parent-child relationship","393","17","0.043257"
"2018","Sexual acts with children (art. 187)","female","partnership","393","0","0"
"2018","Sexual acts with children (art. 187)","female","Total","393","20","0.050891"
"2018","Sexual acts with children (art. 187)","male","former partnership","393","10","0.025445"
"2018","Sexual acts with children (art. 187)","male","other family relationship","393","115","0.292621"
"2018","Sexual acts with children (art. 187)","male","parent-child relationship","393","164","0.417303"
"2018","Sexual acts with children (art. 187)","male","partnership","393","17","0.043257"
"2018","Sexual acts with children (art. 187)","male","Total","393","300","0.763359"
"2018","Sexual acts with dependent persons (art. 188)","female","former partnership","4","0","0"
"2018","Sexual acts with dependent persons (art. 188)","female","other family relationship","4","0","0"
"2018","Sexual acts with dependent persons (art. 188)","female","parent-child relationship","4","0","0"
"2018","Sexual acts with dependent persons (art. 188)","female","partnership","4","0","0"
"2018","Sexual acts with dependent persons (art. 188)","female","Total","4","0","0"
"2018","Sexual acts with dependent persons (art. 188)","male","former partnership","4","0","0"
"2018","Sexual acts with dependent persons (art. 188)","male","other family relationship","4","2","0.5"
"2018","Sexual acts with dependent persons (art. 188)","male","parent-child relationship","4","2","0.5"
"2018","Sexual acts with dependent persons (art. 188)","male","partnership","4","0","0"
"2018","Sexual acts with dependent persons (art. 188)","male","Total","4","4","1"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","former partnership","35","1","0.028571"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","other family relationship","35","0","0"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","parent-child relationship","35","0","0"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","partnership","35","0","0"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","Total","35","1","0.028571"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","former partnership","35","7","0.2"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","other family relationship","35","4","0.114286"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","parent-child relationship","35","8","0.228571"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","partnership","35","13","0.371429"
"2018","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","Total","35","30","0.857143"
"2018","Sexual harassment (art. 198)","female","former partnership","70","1","0.014286"
"2018","Sexual harassment (art. 198)","female","other family relationship","70","0","0"
"2018","Sexual harassment (art. 198)","female","parent-child relationship","70","1","0.014286"
"2018","Sexual harassment (art. 198)","female","partnership","70","0","0"
"2018","Sexual harassment (art. 198)","female","Total","70","2","0.028571"
"2018","Sexual harassment (art. 198)","male","former partnership","70","26","0.371429"
"2018","Sexual harassment (art. 198)","male","other family relationship","70","16","0.228571"
"2018","Sexual harassment (art. 198)","male","parent-child relationship","70","6","0.085714"
"2018","Sexual harassment (art. 198)","male","partnership","70","17","0.242857"
"2018","Sexual harassment (art. 198)","male","Total","70","65","0.928571"
"2018","Threatening behaviour (art. 180)","female","former partnership","4122","146","0.03542"
"2018","Threatening behaviour (art. 180)","female","other family relationship","4122","73","0.01771"
"2018","Threatening behaviour (art. 180)","female","parent-child relationship","4122","67","0.016254"
"2018","Threatening behaviour (art. 180)","female","partnership","4122","307","0.074478"
"2018","Threatening behaviour (art. 180)","female","Total","4122","582","0.141194"
"2018","Threatening behaviour (art. 180)","male","former partnership","4122","1058","0.256672"
"2018","Threatening behaviour (art. 180)","male","other family relationship","4122","280","0.067928"
"2018","Threatening behaviour (art. 180)","male","parent-child relationship","4122","335","0.081271"
"2018","Threatening behaviour (art. 180)","male","partnership","4122","1723","0.418001"
"2018","Threatening behaviour (art. 180)","male","Total","4122","3180","0.77147"
