"Year","Offence_Type","Gender_Accused","Relationship_Type","Total_Offences","Cleared_Offences","Clearance_Rate"
"2012","Administering substances capable of causing injury to children (art. 136)","female","other family relationship","3","0","0"
"2012","Administering substances capable of causing injury to children (art. 136)","female","parent-child relationship","3","0","0"
"2012","Administering substances capable of causing injury to children (art. 136)","female","partnership","3","0","0"
"2012","Administering substances capable of causing injury to children (art. 136)","female","Total","3","0","0"
"2012","Administering substances capable of causing injury to children (art. 136)","male","former partnership","3","1","0.333333"
"2012","Administering substances capable of causing injury to children (art. 136)","male","other family relationship","3","0","0"
"2012","Administering substances capable of causing injury to children (art. 136)","male","parent-child relationship","3","1","0.333333"
"2012","Administering substances capable of causing injury to children (art. 136)","male","partnership","3","1","0.333333"
"2012","Administering substances capable of causing injury to children (art. 136)","male","Total","3","3","1"
"2012","Coercion (art. 181)","female","former partnership","734","32","0.043597"
"2012","Coercion (art. 181)","female","other family relationship","734","11","0.014986"
"2012","Coercion (art. 181)","female","parent-child relationship","734","11","0.014986"
"2012","Coercion (art. 181)","female","partnership","734","28","0.038147"
"2012","Coercion (art. 181)","female","Total","734","82","0.111717"
"2012","Coercion (art. 181)","male","former partnership","734","258","0.351499"
"2012","Coercion (art. 181)","male","other family relationship","734","39","0.053134"
"2012","Coercion (art. 181)","male","parent-child relationship","734","51","0.069482"
"2012","Coercion (art. 181)","male","partnership","734","278","0.378747"
"2012","Coercion (art. 181)","male","Total","734","604","0.822888"
"2012","Common assault (art. 123)","female","former partnership","2048","69","0.033691"
"2012","Common assault (art. 123)","female","other family relationship","2048","34","0.016602"
"2012","Common assault (art. 123)","female","parent-child relationship","2048","66","0.032227"
"2012","Common assault (art. 123)","female","partnership","2048","207","0.101074"
"2012","Common assault (art. 123)","female","Total","2048","371","0.181152"
"2012","Common assault (art. 123)","male","former partnership","2048","360","0.175781"
"2012","Common assault (art. 123)","male","other family relationship","2048","118","0.057617"
"2012","Common assault (art. 123)","male","parent-child relationship","2048","170","0.083008"
"2012","Common assault (art. 123)","male","partnership","2048","977","0.477051"
"2012","Common assault (art. 123)","male","Total","2048","1586","0.774414"
"2012","Defamation (art. 173)","female","former partnership","194","53","0.273196"
"2012","Defamation (art. 173)","female","other family relationship","194","21","0.108247"
"2012","Defamation (art. 173)","female","parent-child relationship","194","5","0.025773"
"2012","Defamation (art. 173)","female","partnership","194","12","0.061856"
"2012","Defamation (art. 173)","female","Total","194","89","0.458763"
"2012","Defamation (art. 173)","male","former partnership","194","56","0.28866"
"2012","Defamation (art. 173)","male","other family relationship","194","27","0.139175"
"2012","Defamation (art. 173)","male","parent-child relationship","194","7","0.036082"
"2012","Defamation (art. 173)","male","partnership","194","15","0.07732"
"2012","Defamation (art. 173)","male","Total","194","103","0.530928"
"2012","Endangering life (art. 129)","female","former partnership","99","4","0.040404"
"2012","Endangering life (art. 129)","female","other family relationship","99","0","0"
"2012","Endangering life (art. 129)","female","parent-child relationship","99","1","0.010101"
"2012","Endangering life (art. 129)","female","partnership","99","8","0.080808"
"2012","Endangering life (art. 129)","female","Total","99","13","0.131313"
"2012","Endangering life (art. 129)","male","former partnership","99","27","0.272727"
"2012","Endangering life (art. 129)","male","other family relationship","99","7","0.070707"
"2012","Endangering life (art. 129)","male","parent-child relationship","99","8","0.080808"
"2012","Endangering life (art. 129)","male","partnership","99","40","0.40404"
"2012","Endangering life (art. 129)","male","Total","99","81","0.818182"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","female","former partnership","2","0","0"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","female","other family relationship","2","0","0"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","female","parent-child relationship","2","0","0"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","female","partnership","2","0","0"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","female","Total","2","0","0"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","male","former partnership","2","0","0"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","male","other family relationship","2","0","0"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","male","parent-child relationship","2","0","0"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","male","partnership","2","2","1"
"2012","Exploitation of a person in a position of need or dependency (art. 193)","male","Total","2","2","1"
"2012","False imprisonment and abduction (art. 183)","female","former partnership","113","2","0.017699"
"2012","False imprisonment and abduction (art. 183)","female","other family relationship","113","3","0.026549"
"2012","False imprisonment and abduction (art. 183)","female","parent-child relationship","113","2","0.017699"
"2012","False imprisonment and abduction (art. 183)","female","partnership","113","4","0.035398"
"2012","False imprisonment and abduction (art. 183)","female","Total","113","11","0.097345"
"2012","False imprisonment and abduction (art. 183)","male","former partnership","113","32","0.283186"
"2012","False imprisonment and abduction (art. 183)","male","other family relationship","113","9","0.079646"
"2012","False imprisonment and abduction (art. 183)","male","parent-child relationship","113","13","0.115044"
"2012","False imprisonment and abduction (art. 183)","male","partnership","113","53","0.469027"
"2012","False imprisonment and abduction (art. 183)","male","Total","113","103","0.911504"
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","female","former partnership","0","0",
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","female","other family relationship","0","0",
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","female","parent-child relationship","0","0",
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","female","partnership","0","0",
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","female","Total","0","0",
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","male","former partnership","0","0",
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","male","other family relationship","0","0",
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","male","parent-child relationship","0","0",
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","male","partnership","0","0",
"2012","False imprisonment and abduction: aggravating circumstances (art. 184)","male","Total","0","0",
"2012","Female genital mutilation (art. 124)","female","former partnership","0","0",
"2012","Female genital mutilation (art. 124)","female","other family relationship","0","0",
"2012","Female genital mutilation (art. 124)","female","parent-child relationship","0","0",
"2012","Female genital mutilation (art. 124)","female","partnership","0","0",
"2012","Female genital mutilation (art. 124)","female","Total","0","0",
"2012","Female genital mutilation (art. 124)","male","former partnership","0","0",
"2012","Female genital mutilation (art. 124)","male","other family relationship","0","0",
"2012","Female genital mutilation (art. 124)","male","parent-child relationship","0","0",
"2012","Female genital mutilation (art. 124)","male","partnership","0","0",
"2012","Female genital mutilation (art. 124)","male","Total","0","0",
"2012","Homicides attempted (art. 111-113/116)","female","former partnership","46","0","0"
"2012","Homicides attempted (art. 111-113/116)","female","other family relationship","46","0","0"
"2012","Homicides attempted (art. 111-113/116)","female","parent-child relationship","46","4","0.086957"
"2012","Homicides attempted (art. 111-113/116)","female","partnership","46","8","0.173913"
"2012","Homicides attempted (art. 111-113/116)","female","Total","46","12","0.26087"
"2012","Homicides attempted (art. 111-113/116)","male","former partnership","46","8","0.173913"
"2012","Homicides attempted (art. 111-113/116)","male","other family relationship","46","7","0.152174"
"2012","Homicides attempted (art. 111-113/116)","male","parent-child relationship","46","6","0.130435"
"2012","Homicides attempted (art. 111-113/116)","male","partnership","46","14","0.304348"
"2012","Homicides attempted (art. 111-113/116)","male","Total","46","33","0.717391"
"2012","Homicides completed (art. 111–113/116)","female","former partnership","22","2","0.090909"
"2012","Homicides completed (art. 111–113/116)","female","other family relationship","22","1","0.045455"
"2012","Homicides completed (art. 111–113/116)","female","parent-child relationship","22","3","0.136364"
"2012","Homicides completed (art. 111–113/116)","female","partnership","22","0","0"
"2012","Homicides completed (art. 111–113/116)","female","Total","22","6","0.272727"
"2012","Homicides completed (art. 111–113/116)","male","former partnership","22","1","0.045455"
"2012","Homicides completed (art. 111–113/116)","male","other family relationship","22","5","0.227273"
"2012","Homicides completed (art. 111–113/116)","male","parent-child relationship","22","4","0.181818"
"2012","Homicides completed (art. 111–113/116)","male","partnership","22","9","0.409091"
"2012","Homicides completed (art. 111–113/116)","male","Total","22","19","0.863636"
"2012","Hostage taking (art. 185)","female","former partnership","0","0",
"2012","Hostage taking (art. 185)","female","other family relationship","0","0",
"2012","Hostage taking (art. 185)","female","parent-child relationship","0","0",
"2012","Hostage taking (art. 185)","female","partnership","0","0",
"2012","Hostage taking (art. 185)","female","Total","0","0",
"2012","Hostage taking (art. 185)","male","former partnership","0","0",
"2012","Hostage taking (art. 185)","male","other family relationship","0","0",
"2012","Hostage taking (art. 185)","male","parent-child relationship","0","0",
"2012","Hostage taking (art. 185)","male","partnership","0","0",
"2012","Hostage taking (art. 185)","male","Total","0","0",
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","former partnership","2","0","0"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","former partnership","2","1","0.5"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","other family relationship","2","0","0"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","other family relationship","2","0","0"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","parent-child relationship","2","0","0"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","parent-child relationship","2","6","3"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","partnership","2","0","0"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","partnership","2","8","4"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","Total","2","15","7.5"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","Total","2","0","0"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","former partnership","2","14","7"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","former partnership","2","1","0.5"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","other family relationship","2","0","0"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","other family relationship","2","4","2"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","parent-child relationship","2","16","8"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","parent-child relationship","2","0","0"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","partnership","2","1","0.5"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","partnership","2","33","16.5"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","Total","2","2","1"
"2012","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","Total","2","66","33"
"2012","Inciting and assisting suicide (art. 115)","female","former partnership","0","0",
"2012","Inciting and assisting suicide (art. 115)","female","other family relationship","0","0",
"2012","Inciting and assisting suicide (art. 115)","female","parent-child relationship","0","0",
"2012","Inciting and assisting suicide (art. 115)","female","partnership","0","0",
"2012","Inciting and assisting suicide (art. 115)","female","Total","0","0",
"2012","Inciting and assisting suicide (art. 115)","male","former partnership","0","0",
"2012","Inciting and assisting suicide (art. 115)","male","other family relationship","0","0",
"2012","Inciting and assisting suicide (art. 115)","male","parent-child relationship","0","0",
"2012","Inciting and assisting suicide (art. 115)","male","partnership","0","0",
"2012","Inciting and assisting suicide (art. 115)","male","Total","0","0",
"2012","Indecent assault (art. 189)","female","former partnership","158","0","0"
"2012","Indecent assault (art. 189)","female","other family relationship","158","1","0.006329"
"2012","Indecent assault (art. 189)","female","parent-child relationship","158","2","0.012658"
"2012","Indecent assault (art. 189)","female","partnership","158","2","0.012658"
"2012","Indecent assault (art. 189)","female","Total","158","5","0.031646"
"2012","Indecent assault (art. 189)","male","former partnership","158","46","0.291139"
"2012","Indecent assault (art. 189)","male","other family relationship","158","16","0.101266"
"2012","Indecent assault (art. 189)","male","parent-child relationship","158","17","0.107595"
"2012","Indecent assault (art. 189)","male","partnership","158","69","0.436709"
"2012","Indecent assault (art. 189)","male","Total","158","148","0.936709"
"2012","Insult (art. 177)","female","former partnership","2246","134","0.059662"
"2012","Insult (art. 177)","female","other family relationship","2246","70","0.031167"
"2012","Insult (art. 177)","female","parent-child relationship","2246","45","0.020036"
"2012","Insult (art. 177)","female","partnership","2246","197","0.087711"
"2012","Insult (art. 177)","female","Total","2246","438","0.195013"
"2012","Insult (art. 177)","male","former partnership","2246","606","0.269813"
"2012","Insult (art. 177)","male","other family relationship","2246","156","0.069457"
"2012","Insult (art. 177)","male","parent-child relationship","2246","124","0.055209"
"2012","Insult (art. 177)","male","partnership","2246","861","0.383348"
"2012","Insult (art. 177)","male","Total","2246","1691","0.752894"
"2012","Misuse of a telecommunications installation (art. 179septies)","female","former partnership","658","78","0.118541"
"2012","Misuse of a telecommunications installation (art. 179septies)","female","other family relationship","658","11","0.016717"
"2012","Misuse of a telecommunications installation (art. 179septies)","female","parent-child relationship","658","4","0.006079"
"2012","Misuse of a telecommunications installation (art. 179septies)","female","partnership","658","12","0.018237"
"2012","Misuse of a telecommunications installation (art. 179septies)","female","Total","658","104","0.158055"
"2012","Misuse of a telecommunications installation (art. 179septies)","male","former partnership","658","415","0.630699"
"2012","Misuse of a telecommunications installation (art. 179septies)","male","other family relationship","658","35","0.053191"
"2012","Misuse of a telecommunications installation (art. 179septies)","male","parent-child relationship","658","19","0.028875"
"2012","Misuse of a telecommunications installation (art. 179septies)","male","partnership","658","72","0.109422"
"2012","Misuse of a telecommunications installation (art. 179septies)","male","Total","658","529","0.803951"
"2012","Rape (art. 190)","female","former partnership","197","0","0"
"2012","Rape (art. 190)","female","other family relationship","197","0","0"
"2012","Rape (art. 190)","female","parent-child relationship","197","0","0"
"2012","Rape (art. 190)","female","partnership","197","0","0"
"2012","Rape (art. 190)","female","Total","197","0","0"
"2012","Rape (art. 190)","male","former partnership","197","61","0.309645"
"2012","Rape (art. 190)","male","other family relationship","197","11","0.055838"
"2012","Rape (art. 190)","male","parent-child relationship","197","6","0.030457"
"2012","Rape (art. 190)","male","partnership","197","114","0.57868"
"2012","Rape (art. 190)","male","Total","197","191","0.969543"
"2012","Sexual acts with children (art. 187)","female","former partnership","231","0","0"
"2012","Sexual acts with children (art. 187)","female","other family relationship","231","2","0.008658"
"2012","Sexual acts with children (art. 187)","female","parent-child relationship","231","8","0.034632"
"2012","Sexual acts with children (art. 187)","female","partnership","231","0","0"
"2012","Sexual acts with children (art. 187)","female","Total","231","10","0.04329"
"2012","Sexual acts with children (art. 187)","male","former partnership","231","8","0.034632"
"2012","Sexual acts with children (art. 187)","male","other family relationship","231","70","0.30303"
"2012","Sexual acts with children (art. 187)","male","parent-child relationship","231","95","0.411255"
"2012","Sexual acts with children (art. 187)","male","partnership","231","24","0.103896"
"2012","Sexual acts with children (art. 187)","male","Total","231","197","0.852814"
"2012","Sexual acts with dependent persons (art. 188)","female","former partnership","4","0","0"
"2012","Sexual acts with dependent persons (art. 188)","female","other family relationship","4","0","0"
"2012","Sexual acts with dependent persons (art. 188)","female","parent-child relationship","4","0","0"
"2012","Sexual acts with dependent persons (art. 188)","female","partnership","4","0","0"
"2012","Sexual acts with dependent persons (art. 188)","female","Total","4","0","0"
"2012","Sexual acts with dependent persons (art. 188)","male","former partnership","4","0","0"
"2012","Sexual acts with dependent persons (art. 188)","male","other family relationship","4","1","0.25"
"2012","Sexual acts with dependent persons (art. 188)","male","parent-child relationship","4","3","0.75"
"2012","Sexual acts with dependent persons (art. 188)","male","partnership","4","0","0"
"2012","Sexual acts with dependent persons (art. 188)","male","Total","4","4","1"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","former partnership","20","0","0"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","other family relationship","20","0","0"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","parent-child relationship","20","0","0"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","partnership","20","0","0"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","Total","20","0","0"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","former partnership","20","6","0.3"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","other family relationship","20","3","0.15"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","parent-child relationship","20","4","0.2"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","partnership","20","6","0.3"
"2012","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","Total","20","19","0.95"
"2012","Sexual harassment (art. 198)","female","former partnership","54","1","0.018519"
"2012","Sexual harassment (art. 198)","female","other family relationship","54","0","0"
"2012","Sexual harassment (art. 198)","female","parent-child relationship","54","1","0.018519"
"2012","Sexual harassment (art. 198)","female","partnership","54","0","0"
"2012","Sexual harassment (art. 198)","female","Total","54","2","0.037037"
"2012","Sexual harassment (art. 198)","male","former partnership","54","27","0.5"
"2012","Sexual harassment (art. 198)","male","other family relationship","54","7","0.12963"
"2012","Sexual harassment (art. 198)","male","parent-child relationship","54","5","0.092593"
"2012","Sexual harassment (art. 198)","male","partnership","54","12","0.222222"
"2012","Sexual harassment (art. 198)","male","Total","54","51","0.944444"
"2012","Threatening behaviour (art. 180)","female","former partnership","4099","131","0.031959"
"2012","Threatening behaviour (art. 180)","female","other family relationship","4099","64","0.015614"
"2012","Threatening behaviour (art. 180)","female","parent-child relationship","4099","64","0.015614"
"2012","Threatening behaviour (art. 180)","female","partnership","4099","247","0.060259"
"2012","Threatening behaviour (art. 180)","female","Total","4099","495","0.120761"
"2012","Threatening behaviour (art. 180)","male","former partnership","4099","1109","0.270554"
"2012","Threatening behaviour (art. 180)","male","other family relationship","4099","314","0.076604"
"2012","Threatening behaviour (art. 180)","male","parent-child relationship","4099","311","0.075872"
"2012","Threatening behaviour (art. 180)","male","partnership","4099","1729","0.42181"
"2012","Threatening behaviour (art. 180)","male","Total","4099","3296","0.804099"
"2012","Total domestic violence","female","former partnership","15810","458","0.028969"
"2012","Total domestic violence","female","other family relationship","15810","213","0.013472"
"2012","Total domestic violence","female","parent-child relationship","15810","273","0.017268"
"2012","Total domestic violence","female","partnership","15810","878","0.055534"
"2012","Total domestic violence","female","Total","15810","1765","0.111638"
"2012","Total domestic violence","male","former partnership","15810","2051","0.129728"
"2012","Total domestic violence","male","other family relationship","15810","725","0.045857"
"2012","Total domestic violence","male","parent-child relationship","15810","850","0.053763"
"2012","Total domestic violence","male","partnership","15810","3609","0.228273"
"2012","Total domestic violence","male","Total","15810","6782","0.428969"
"2012","Willful defamation (art. 174)","female","former partnership","195","56","0.287179"
"2012","Willful defamation (art. 174)","female","other family relationship","195","23","0.117949"
"2012","Willful defamation (art. 174)","female","parent-child relationship","195","8","0.041026"
"2012","Willful defamation (art. 174)","female","partnership","195","14","0.071795"
"2012","Willful defamation (art. 174)","female","Total","195","97","0.497436"
"2012","Willful defamation (art. 174)","male","former partnership","195","63","0.323077"
"2012","Willful defamation (art. 174)","male","other family relationship","195","19","0.097436"
"2012","Willful defamation (art. 174)","male","parent-child relationship","195","4","0.020513"
"2012","Willful defamation (art. 174)","male","partnership","195","10","0.051282"
"2012","Willful defamation (art. 174)","male","Total","195","96","0.492308"
"2013","Abandonment (art. 127)","female","former partnership","6","1","0.166667"
"2013","Abandonment (art. 127)","female","other family relationship","6","0","0"
"2013","Abandonment (art. 127)","female","parent-child relationship","6","2","0.333333"
"2013","Abandonment (art. 127)","female","partnership","6","0","0"
"2013","Abandonment (art. 127)","female","Total","6","3","0.5"
"2013","Abandonment (art. 127)","male","former partnership","6","1","0.166667"
"2013","Abandonment (art. 127)","male","other family relationship","6","0","0"
"2013","Abandonment (art. 127)","male","parent-child relationship","6","2","0.333333"
"2013","Abandonment (art. 127)","male","partnership","6","1","0.166667"
"2013","Abandonment (art. 127)","male","Total","6","4","0.666667"
"2013","Acts of aggression (art. 126)","female","former partnership","4798","180","0.037516"
"2013","Acts of aggression (art. 126)","female","other family relationship","4798","76","0.01584"
"2013","Acts of aggression (art. 126)","female","parent-child relationship","4798","169","0.035223"
"2013","Acts of aggression (art. 126)","female","partnership","4798","596","0.124218"
"2013","Acts of aggression (art. 126)","female","Total","4798","999","0.208212"
"2013","Acts of aggression (art. 126)","male","former partnership","4798","684","0.142559"
"2013","Acts of aggression (art. 126)","male","other family relationship","4798","205","0.042726"
"2013","Acts of aggression (art. 126)","male","parent-child relationship","4798","411","0.085661"
"2013","Acts of aggression (art. 126)","male","partnership","4798","2215","0.461651"
"2013","Acts of aggression (art. 126)","male","Total","4798","3365","0.701334"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","female","former partnership","2","0","0"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","female","other family relationship","2","0","0"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","female","parent-child relationship","2","1","0.5"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","female","partnership","2","0","0"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","female","Total","2","1","0.5"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","male","former partnership","2","1","0.5"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","male","other family relationship","2","6","3"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","male","parent-child relationship","2","1","0.5"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","male","partnership","2","0","0"
"2013","Acts preparatory to the commission of an offence (art. 260bis)","male","Total","2","8","4"
"2013","Administering substances capable of causing injury to children (art. 136)","female","former partnership","13","0","0"
"2013","Administering substances capable of causing injury to children (art. 136)","female","other family relationship","13","1","0.076923"
"2013","Administering substances capable of causing injury to children (art. 136)","female","parent-child relationship","13","3","0.230769"
"2013","Administering substances capable of causing injury to children (art. 136)","female","partnership","13","0","0"
"2013","Administering substances capable of causing injury to children (art. 136)","female","Total","13","4","0.307692"
"2013","Administering substances capable of causing injury to children (art. 136)","male","former partnership","13","0","0"
"2013","Administering substances capable of causing injury to children (art. 136)","male","other family relationship","13","1","0.076923"
"2013","Administering substances capable of causing injury to children (art. 136)","male","parent-child relationship","13","4","0.307692"
"2013","Administering substances capable of causing injury to children (art. 136)","male","partnership","13","1","0.076923"
"2013","Administering substances capable of causing injury to children (art. 136)","male","Total","13","6","0.461538"
"2013","Coercion (art. 181)","female","former partnership","731","27","0.036936"
"2013","Coercion (art. 181)","female","other family relationship","731","15","0.02052"
"2013","Coercion (art. 181)","female","parent-child relationship","731","12","0.016416"
"2013","Coercion (art. 181)","female","partnership","731","27","0.036936"
"2013","Coercion (art. 181)","female","Total","731","81","0.110807"
"2013","Coercion (art. 181)","male","former partnership","731","278","0.380301"
"2013","Coercion (art. 181)","male","other family relationship","731","43","0.058824"
"2013","Coercion (art. 181)","male","parent-child relationship","731","37","0.050616"
"2013","Coercion (art. 181)","male","partnership","731","284","0.388509"
"2013","Coercion (art. 181)","male","Total","731","627","0.857729"
"2013","Common assault (art. 123)","female","former partnership","2190","72","0.032877"
"2013","Common assault (art. 123)","female","other family relationship","2190","41","0.018721"
"2013","Common assault (art. 123)","female","parent-child relationship","2190","70","0.031963"
"2013","Common assault (art. 123)","female","partnership","2190","244","0.111416"
"2013","Common assault (art. 123)","female","Total","2190","421","0.192237"
"2013","Common assault (art. 123)","male","former partnership","2190","349","0.159361"
"2013","Common assault (art. 123)","male","other family relationship","2190","161","0.073516"
"2013","Common assault (art. 123)","male","parent-child relationship","2190","177","0.080822"
"2013","Common assault (art. 123)","male","partnership","2190","1010","0.461187"
"2013","Common assault (art. 123)","male","Total","2190","1641","0.749315"
"2013","Defamation (art. 173)","female","former partnership","196","46","0.234694"
"2013","Defamation (art. 173)","female","other family relationship","196","28","0.142857"
"2013","Defamation (art. 173)","female","parent-child relationship","196","6","0.030612"
"2013","Defamation (art. 173)","female","partnership","196","11","0.056122"
"2013","Defamation (art. 173)","female","Total","196","90","0.459184"
"2013","Defamation (art. 173)","male","former partnership","196","72","0.367347"
"2013","Defamation (art. 173)","male","other family relationship","196","24","0.122449"
"2013","Defamation (art. 173)","male","parent-child relationship","196","3","0.015306"
"2013","Defamation (art. 173)","male","partnership","196","11","0.056122"
"2013","Defamation (art. 173)","male","Total","196","110","0.561224"
"2013","Endangering life (art. 129)","female","former partnership","90","2","0.022222"
"2013","Endangering life (art. 129)","female","other family relationship","90","2","0.022222"
"2013","Endangering life (art. 129)","female","parent-child relationship","90","3","0.033333"
"2013","Endangering life (art. 129)","female","partnership","90","3","0.033333"
"2013","Endangering life (art. 129)","female","Total","90","10","0.111111"
"2013","Endangering life (art. 129)","male","former partnership","90","15","0.166667"
"2013","Endangering life (art. 129)","male","other family relationship","90","8","0.088889"
"2013","Endangering life (art. 129)","male","parent-child relationship","90","9","0.1"
"2013","Endangering life (art. 129)","male","partnership","90","47","0.522222"
"2013","Endangering life (art. 129)","male","Total","90","75","0.833333"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","female","former partnership","5","0","0"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","female","other family relationship","5","0","0"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","female","parent-child relationship","5","0","0"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","female","partnership","5","0","0"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","female","Total","5","0","0"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","male","former partnership","5","3","0.6"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","male","other family relationship","5","0","0"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","male","parent-child relationship","5","0","0"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","male","partnership","5","2","0.4"
"2013","Exploitation of a person in a position of need or dependency (art. 193)","male","Total","5","5","1"
"2013","False imprisonment and abduction (art. 183)","female","former partnership","117","1","0.008547"
"2013","False imprisonment and abduction (art. 183)","female","other family relationship","117","6","0.051282"
"2013","False imprisonment and abduction (art. 183)","female","parent-child relationship","117","6","0.051282"
"2013","False imprisonment and abduction (art. 183)","female","partnership","117","2","0.017094"
"2013","False imprisonment and abduction (art. 183)","female","Total","117","15","0.128205"
"2013","False imprisonment and abduction (art. 183)","male","former partnership","117","26","0.222222"
"2013","False imprisonment and abduction (art. 183)","male","other family relationship","117","18","0.153846"
"2013","False imprisonment and abduction (art. 183)","male","parent-child relationship","117","17","0.145299"
"2013","False imprisonment and abduction (art. 183)","male","partnership","117","57","0.487179"
"2013","False imprisonment and abduction (art. 183)","male","Total","117","113","0.965812"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","female","former partnership","1","0","0"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","female","other family relationship","1","0","0"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","female","parent-child relationship","1","0","0"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","female","partnership","1","0","0"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","female","Total","1","0","0"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","male","former partnership","1","1","1"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","male","other family relationship","1","0","0"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","male","parent-child relationship","1","0","0"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","male","partnership","1","0","0"
"2013","False imprisonment and abduction: aggravating circumstances (art. 184)","male","Total","1","1","1"
"2013","Female genital mutilation (art. 124)","female","former partnership","0","0",
"2013","Female genital mutilation (art. 124)","female","other family relationship","0","0",
"2013","Female genital mutilation (art. 124)","female","parent-child relationship","0","0",
"2013","Female genital mutilation (art. 124)","female","partnership","0","0",
"2013","Female genital mutilation (art. 124)","female","Total","0","0",
"2013","Female genital mutilation (art. 124)","male","former partnership","0","0",
"2013","Female genital mutilation (art. 124)","male","other family relationship","0","0",
"2013","Female genital mutilation (art. 124)","male","parent-child relationship","0","0",
"2013","Female genital mutilation (art. 124)","male","partnership","0","0",
